collector_number,casting_name,name,release_year,series,series_type,series_number,toy_number,barcode,primary_color,secondary_color,manufacturer,category,scale,packaging_type,country_of_manufacture,description,image_url
112/250,'89 Mazda Savanna RX-7 FC3S,'89 Mazda Savanna RX-7 FC3S,2026,HW J-Imports,Mainline,5/10,JJJ72,,,,Mazda,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/7b/1989MazdaRX-7.jpg/revision/latest
113/250,Corvette C7 Z06,Corvette C7 Z06,2026,Nightspeed,Mainline,9/10,JJJ73,,,,Chevrolet,Nightspeed,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/14/2015CorvetteZ06.jpg/revision/latest
114/250,Custom '66 Toronado,Custom '66 Toronado,2026,Factory Fresh,Mainline,4/5,JJH45,,,,Hot Wheels,Factory Fresh,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/91/OldsToronado.jpg/revision/latest
115/250,Custom 2020 Honda e,Custom 2020 Honda e,2026,HW EV,Mainline,9/10,JMB11,,,,Honda,HW EV,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a0/HondaeCustom.jpg/revision/latest
116/250,'87 Ford Sierra Cosworth,'87 Ford Sierra Cosworth,2026,HW Euro,Mainline,5/10,JJJ74,,,,Ford,HW Euro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c4/1987Sierra.jpg/revision/latest
117/250,Erikenstein Rod,Erikenstein Rod,2026,Rod Squad,Mainline,1/10,JJJ75,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/61/GreenRod.jpg/revision/latest
118/250,Pedal Driver,Pedal Driver,2026,Rod Squad,Mainline,2/10,JJJ77,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/26/PedalDriver.jpg/revision/latest
119/250,'33 Ford Lo Boy,'33 Ford Lo Boy,2026,Rod Squad,Mainline,3/10,JJJ76,,,,Ford,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/ae/FordLoBoy.jpg/revision/latest
120/250,Scuderia Ferrari HP,Scuderia Ferrari HP,2026,Formula 1,Mainline,3/5,JJJ78,,,,Hot Wheels,Formula 1,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9a/ScuderiaFerrariSF-25.jpg/revision/latest
121/250,2023 Nissan Z,2023 Nissan Z,2026,Then and Now,Mainline,5/10,JJJ79,,,,Nissan,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9d/2023NissanZSport.jpg/revision/latest
122/250,Cone Shaker,Cone Shaker,2026,HW Starting Grid,Mainline,8/10,JJM04,,,,Hot Wheels,HW Starting Grid,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d7/HotConez.jpg/revision/latest
123/250,Maserati Tipo 61,Maserati Tipo 61,2026,HW Starting Grid,Mainline,9/10,JJH44,,,,Maserati,HW Starting Grid,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/76/MaseratiBirdcage.jpg/revision/latest
124/250,2016 Ford GT Race,2016 Ford GT Race,2026,Exoticars,Mainline,8/10,JJM05,,,,Ford,Exoticars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/6a/2016FordGTLMGTE.jpg/revision/latest
125/250,2024 Aston Martin Vantage GT3,2024 Aston Martin Vantage GT3,2026,Exoticars,Mainline,9/10,JJH55,,,,Aston Martin,Exoticars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/1f/AstonMartinVantageAMRGT3Evo.jpg/revision/latest
126/250,'64 Dodge 330,'64 Dodge 330,2026,Drag Racers New in Mainline,Mainline,6/10,JJJ64,,,,Dodge,Drag Racers New in Mainline,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e0/1964Dodge330.jpg/revision/latest
127/250,Custom '72 Chevy LUV,Custom '72 Chevy LUV,2026,Drag Racers,Mainline,7/10,JJJ80,,,,Chevrolet,Drag Racers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b7/1972LUV.jpg/revision/latest
128/250,Datsun 620,Datsun 620,2026,Compact Kings,Mainline,6/10,JPJ80,,,,Nissan,Compact Kings,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d4/DatsunnyDay.jpg/revision/latest
129/250,Standard Kart,Standard Kart,2026,Screen Time,Mainline,4/10,JJJ83,,,,Hot Wheels,Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/22/StandardKart.jpg/revision/latest
130/250,2019 Audi R8 Spyder,2019 Audi R8 Spyder,2026,Drop Tops,Mainline,4/5,JJJ84,,,,Audi,Drop Tops,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/fa/2019AudiR8.jpg/revision/latest
131/250,Fiat Beast of Turin,Fiat Beast of Turin,2026,Drop Tops,Mainline,5/5,JJH48,,,,Fiat,Drop Tops,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/64/FiatS76Record.jpg/revision/latest
132/250,Bullet Proof,Bullet Proof,2026,X-Raycers,Mainline,5/5,JJJ85,,,,Hot Wheels,X-Raycers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9d/BulletProof.jpg/revision/latest
133/250,8 Crate,8 Crate,2026,Wagons,Mainline,5/10,JJJ86,,,,Hot Wheels,Wagons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/47/8CrateRanchWagon.jpg/revision/latest
134/250,'20 Dodge Charger Hellcat,'20 Dodge Charger Hellcat,2026,Nightspeed,Mainline,10/10,JJJ87,,,,Dodge,Nightspeed,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e4/2020Hellcat.jpg/revision/latest
135/250,Flippin Fast,Flippin Fast,2026,HW All Drivers Welcome World Autism Awareness Day,Mainline,2/5,JJJ88,,,,Hot Wheels,HW All Drivers Welcome World Autism Awareness Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/6e/ADWFast.jpg/revision/latest
136/250,'98 Honda Prelude,'98 Honda Prelude,2026,Factory Fresh,Mainline,5/5,JJJ89,,,,Honda,Factory Fresh,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/05/1998HondaPrelude.jpg/revision/latest
137/250,La Troca,La Troca,2026,Layin' Low,Mainline,5/5,JJJ90,,,,Hot Wheels,Layin' Low,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/45/1950ChevyTruck.jpg/revision/latest
138/250,Morgan Super 3,Morgan Super 3,2026,HW Euro,Mainline,6/10,JJJ91,,,,Hot Wheels,HW Euro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/81/Morgan3Wheeler.jpg/revision/latest
139/250,Bone Shaker,Bone Shaker,2026,HW Fan Driven,Mainline,5/5,JJJ92,,,,Hot Wheels,HW Fan Driven,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/23/FanShaker.jpg/revision/latest
140/250,Mid Mill,Mid Mill,2026,Rod Squad,Mainline,4/10,JJJ93,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/70/MoodyMill.jpg/revision/latest
141/250,Screamliner,Screamliner,2026,Rod Squad,Mainline,5/10,JJJ94,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/76/Rodliner.jpg/revision/latest
142/250,Mazda RX-3,Mazda RX-3,2026,Tooned,Mainline,1/5,JJJ95,,,,Mazda,Tooned,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/83/%27ToonedRX-3GT.jpg/revision/latest
143/250,Deora Too'nd,Deora Too'nd,2026,Tooned,Mainline,2/5,JJH50,,,,Hot Wheels,Tooned,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b1/%27ToonedDeoraII.jpg/revision/latest
144/250,Classic TV Series Batmobile,Classic TV Series Batmobile,2026,Batman,Mainline,4/5,JJJ96,,,,DC Comics,Batman,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/fa/%27ToonedClassicBatmobile.jpg/revision/latest
145/250,El Segundo Rallye,El Segundo Rallye,2026,HW Dirt,Mainline,1/10,JJJ97,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/55/ESRallyeDirt.jpg/revision/latest
146/250,Mazda Autozam,Mazda Autozam,2026,HW Dirt,Mainline,2/10,JJJ98,,,,Mazda,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/dd/Purplezam.jpg/revision/latest
147/250,2 Jet Z,2 Jet Z,2026,HW Dream Garage,Mainline,4/5,JJM06,,,,Hot Wheels,HW Dream Garage,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f0/THJetZ.jpg/revision/latest
148/250,Tooned Purple Passion,Tooned Purple Passion,2026,HW Dream Garage,Mainline,5/5,JJH54,,,,Hot Wheels,HW Dream Garage,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/7e/%27ToonedPurplePassion.jpg/revision/latest
149/250,Honda Odyssey,Honda Odyssey,2026,HW J-Imports,Mainline,6/10,JJJ99,,,,Honda,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/53/2014HondaOdyssey.jpg/revision/latest
150/250,Dino 206 GT,Dino 206 GT,2026,Ferrari,Mainline,5/5,JJH56,,,,Hot Wheels,Ferrari,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/32/Dino206GT.jpg/revision/latest
151/250,Ford F-150 Lightning SuperTruck,Ford F-150 Lightning SuperTruck,2026,Truckin' Along,Mainline,5/5,JJH52,,,,Ford,Truckin' Along,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9d/FordSupertruck.jpg/revision/latest
152/250,BMW 635 CSi,BMW 635 CSi,2026,HW Euro,Mainline,7/10,JJK00,,,,BMW,HW Euro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/43/1980BMW635.jpg/revision/latest
153/250,'41 Willys,'41 Willys,2026,Rod Squad,Mainline,6/10,JJK01,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a6/WillysCoupe.jpg/revision/latest
154/250,Kick Sauber F1 Team,Kick Sauber F1 Team,2026,Formula 1,Mainline,4/5,JJK02,,,,Hot Wheels,Formula 1,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/4b/KickSauberC45.jpg/revision/latest
155/250,Vairstrike,Vairstrike,2026,HW Mods,Mainline,3/5,JJH53,,,,Hot Wheels,HW Mods,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a8/Vairstrike.jpg/revision/latest
156/250,Custom Otto,Custom Otto,2026,Mattel,Mainline,5/5,JJK03,,,,Hot Wheels,Mattel,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/2b/CustomOtto.jpg/revision/latest
157/250,'20 Toyota GR Supra,'20 Toyota GR Supra,2026,Then and Now,Mainline,6/10,JJK04,,,,Toyota,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e1/2020ToyotaSupra.jpg/revision/latest
158/250,Mach Speeder,Mach Speeder,2026,Exoticars,Mainline,10/10,JJK05,,,,Hot Wheels,Exoticars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/65/ExotiSpeeder.jpg/revision/latest
159/250,Honda Civic Custom,Honda Civic Custom,2026,Drag Racers,Mainline,8/10,JJJ81,,,,Honda,Drag Racers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/88/HondaCivicDragster.jpg/revision/latest
160/250,Lotus Sport Elise,Lotus Sport Elise,2026,Compact Kings,Mainline,7/10,JJK07,,,,Lotus,Compact Kings,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/00/LotusElise.jpg/revision/latest
161/250,'70 Ford Escort RS1600,'70 Ford Escort RS1600,2026,HW Dirt,Mainline,3/10,JJK08,,,,Ford,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c4/1970Escort.jpg/revision/latest
162/250,Total Disposal,Total Disposal,2026,HW Heavyweights,Mainline,5/5,JJM07,,,,Hot Wheels,HW Heavyweights,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/bc/%27ToonedTrashTruck.jpg/revision/latest
163/250,Cadillac Celestiq,Cadillac Celestiq,2026,HW EV,Mainline,10/10,JJH49,,,,Cadillac,HW EV,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/5f/CadillacCelestiq.jpg/revision/latest
164/250,Classic '55 Nomad,Classic '55 Nomad,2026,Wagons,Mainline,6/10,JJK10,,,,Hot Wheels,Wagons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/55/1955Nomad.jpg/revision/latest
165/250,Gone Mad,Gone Mad,2026,Wagons,Mainline,7/10,JJK09,,,,Hot Wheels,Wagons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/3f/WagoneMad.jpg/revision/latest
166/250,Twin Tags,Twin Tags,2026,Experimotors,Mainline,5/5,JJH64,,,,Hot Wheels,Experimotors,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c6/TwinTags.jpg/revision/latest
167/250,Head Gasket,Head Gasket,2026,HW All Drivers Welcome International Day of Play,Mainline,3/5,JJK11,,,,Hot Wheels,HW All Drivers Welcome International Day of Play,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e4/IDPGasket.jpg/revision/latest
168/250,Mailed It!,Mailed It!,2026,Team Wheels,Mainline,1/5,JJK12,,,,Hot Wheels,Team Wheels,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/63/MailDragster.jpg/revision/latest
169/250,Super Twin Mill,Super Twin Mill,2026,Hot Wheels Let's Race,Mainline,1/5,JJK13,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/8a/SuperTwinMillII.jpg/revision/latest
170/250,'64 Lincoln Continental,'64 Lincoln Continental,2026,Cool Classics,Mainline,1/10,JJK14,,,,Hot Wheels,Cool Classics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/16/LincolnContinental.jpg/revision/latest
171/250,1983 Porsche 928S,1983 Porsche 928S,2026,HW Euro,Mainline,8/10,JJK15,,,,Porsche,HW Euro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/2c/1983Porsche928.jpg/revision/latest
172/250,Tooned Volkswagen Golf Mk1,Tooned Volkswagen Golf Mk1,2026,Tooned,Mainline,3/5,JJK16,,,,Volkswagen,Tooned,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f5/VroomyGolf.jpg/revision/latest
173/250,Ferrari F2004,Ferrari F2004,2026,HW Starting Grid,Mainline,10/10,JJH51,,,,Hot Wheels,HW Starting Grid,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/12/FerrariF2004.jpg/revision/latest
174/250,Duck N' Roll,Duck N' Roll,2026,HW Dirt,Mainline,4/10,JJK17,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/0e/JeepN%27Roll.jpg/revision/latest
175/250,'94 Audi Avant RS2,'94 Audi Avant RS2,2026,Wagons,Mainline,8/10,JJK18,,,,Audi,Wagons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d5/1994AudiRS2Avant.jpg/revision/latest
176/250,Subaru Impreza WRX,Subaru Impreza WRX,2026,HW J-Imports,Mainline,7/10,JJK19,,,,Subaru,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/3e/2005SubaruImpreza.jpg/revision/latest
177/250,'88 Mitsubishi Starion,'88 Mitsubishi Starion,2026,HW J-Imports,Mainline,8/10,JJH58,,,,Mitsubishi,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d3/MitsubishiStarion.jpg/revision/latest
178/250,Click Shift,Click Shift,2026,HW All Drivers Welcome  Easterseals,Mainline,4/5,JJH61,,,,Hot Wheels,HW All Drivers Welcome  Easterseals,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/10/ClickShift.jpg/revision/latest
179/250,Mountain Mauler,Mountain Mauler,2026,Hot Wheels Let's Race,Mainline,2/5,JJK20,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a3/LRMauler.jpg/revision/latest
180/250,'55 Chevy,'55 Chevy,2026,Cool Classics,Mainline,2/10,JJK21,,,,Chevrolet,Cool Classics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/49/1955ChevyFever.jpg/revision/latest
181/250,Mercedes-Benz CLA HW,Mercedes-Benz CLA HW,2026,HW Euro,Mainline,9/10,JJH63,,,,Mercedes-Benz,HW Euro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/75/Mercedes-BenzCLAHW.jpg/revision/latest
182/250,Chop 'n Bloc,Chop 'n Bloc,2026,Rod Squad,Mainline,7/10,JJH60,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9c/Chop%27nBloc.jpg/revision/latest
183/250,'70 Buick GSX,'70 Buick GSX,2026,HW Torque,Mainline,1/10,JJK23,,,,Hot Wheels,HW Torque,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/23/1970BuickGSX.jpg/revision/latest
184/250,'68 Shelby GT500,'68 Shelby GT500,2026,HW Torque,Mainline,2/10,JJK24,,,,Shelby,HW Torque,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/51/1968ShelbyGT500.jpg/revision/latest
185/250,Aston Martin Aramco Formula One Team,Aston Martin Aramco Formula One Team,2026,Formula 1,Mainline,5/5,JJK25,,,,Aston Martin,Formula 1,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f6/AstonMartinAramcoAMR25.jpg/revision/latest
186/250,Amaru GTC,Amaru GTC,2026,HW Mods,Mainline,4/5,JJM08,,,,Hot Wheels,HW Mods,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/08/ModsAmaru.jpg/revision/latest
187/250,PT Fast,PT Fast,2026,HW Mods,Mainline,5/5,JJH59,,,,Hot Wheels,HW Mods,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/39/PTFast.jpg/revision/latest
188/250,'70 Dodge Charger,'70 Dodge Charger,2026,Tooned,Mainline,4/5,JJK26,,,,Dodge,Tooned,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/48/%27ToonedRT.jpg/revision/latest
189/250,'11 Corvette Grand Sport,'11 Corvette Grand Sport,2026,Then and Now,Mainline,7/10,JJK27,,,,Chevrolet,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/17/2011Corvette.jpg/revision/latest
190/250,'82 Toyota Supra,'82 Toyota Supra,2026,Then and Now,Mainline,8/10,JJK28,,,,Toyota,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f2/1982CelicaSupra.jpg/revision/latest
191/250,'65 Mercury Comet Cyclone,'65 Mercury Comet Cyclone,2026,Drag Racers,Mainline,9/10,JJK06,,,,Hot Wheels,Drag Racers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b2/1965Cyclone.jpg/revision/latest
192/250,Fiat 500C,Fiat 500C,2026,Drag Racers,Mainline,10/10,JJK29,,,,Fiat,Drag Racers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f9/Fiat500Drag.jpg/revision/latest
193/250,'63 Chevy II,'63 Chevy II,2026,Compact Kings,Mainline,8/10,JJK31,,,,Chevrolet,Compact Kings,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b9/1963ChevyII.jpg/revision/latest
194/250,Lil' Roar,Lil' Roar,2026,HW Dirt,Mainline,5/10,JJK32,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/4b/2003MiniCooper.jpg/revision/latest
195/250,Spider-Mobile,Spider-Mobile,2026,Screen Time,Mainline,5/10,JJK33,,,,Hot Wheels,Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/0d/SpiderBuggy.jpg/revision/latest
196/250,Sweet Driver,Sweet Driver,2026,Sweet Rides,Mainline,4/5,JJM09,,,,Hot Wheels,Sweet Rides,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/5f/CupcakeRacer.jpg/revision/latest
197/250,Mad Drip,Mad Drip,2026,Sweet Rides,Mainline,5/5,JJH57,,,,Hot Wheels,Sweet Rides,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/7c/MadDrip.jpg/revision/latest
198/250,Toyota AE86 Sprinter Trueno,Toyota AE86 Sprinter Trueno,2026,HW J-Imports,Mainline,9/10,JJK34,,,,Toyota,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d0/1987ToyotaTrueno.jpg/revision/latest
199/250,Nissan Skyline GT-R (BNR34),Nissan Skyline GT-R (BNR34),2026,HW J-Imports,Mainline,10/10,JJK35,,,,Nissan,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/0f/1999NissanSkylineR34.jpg/revision/latest
200/250,Punk Rod,Punk Rod,2026,Team Wheels,Mainline,2/5,JJK36,,,,Hot Wheels,Team Wheels,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/7a/HWRTRod.jpg/revision/latest
201/250,1970 Pontiac Firebird,1970 Pontiac Firebird,2026,Team Wheels,Mainline,3/5,JJK37,,,,Pontiac,Team Wheels,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/6e/HWRTFirebird.jpg/revision/latest
202/250,Street Shaker,Street Shaker,2026,Trophy Case,Mainline,1/5,JJK38,,,,Hot Wheels,Trophy Case,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/16/2026Hammerhead.jpg/revision/latest
203/250,Street Shrieker,Street Shrieker,2026,Hot Wheels Let's Race,Mainline,3/5,JJK39,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/2f/StreetShrieker.jpg/revision/latest
204/250,Mod Mill,Mod Mill,2026,Cool Classics,Mainline,3/10,JJK40,,,,Hot Wheels,Cool Classics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/fb/CoolMill.jpg/revision/latest
205/250,Jaguar XJC V12 Coupe,Jaguar XJC V12 Coupe,2026,HW Euro,Mainline,10/10,JJK22,,,,Jaguar,HW Euro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/17/1976JaguarXJC.jpg/revision/latest
206/250,Bully Goat,Bully Goat,2026,HW Torque,Mainline,3/10,JJK41,,,,Hot Wheels,HW Torque,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/cc/BullyGTO.jpg/revision/latest
207/250,'18 Camaro SS,'18 Camaro SS,2026,HW Torque,Mainline,4/10,JJK42,,,,Chevrolet,HW Torque,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/df/2018Camaro.jpg/revision/latest
208/250,Porsche 911 Carrera RS 2.7,Porsche 911 Carrera RS 2.7,2026,Then and Now,Mainline,9/10,JJK43,,,,Porsche,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/1b/1973PorscheRS2.7.jpg/revision/latest
209/250,Mini JCW Electric,Mini JCW Electric,2026,Then and Now,Mainline,10/10,JJH62,,,,Hot Wheels,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/0d/MiniJCWElectric.jpg/revision/latest
210/250,'19 Mercedes-Benz A-Class,'19 Mercedes-Benz A-Class,2026,Compact Kings,Mainline,9/10,JJK44,,,,Mercedes-Benz,Compact Kings,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/91/IWCMercedesAClass.jpg/revision/latest
211/250,1972 Datsun Sunny Coupe,1972 Datsun Sunny Coupe,2026,Compact Kings,Mainline,10/10,JJH66,,,,Nissan,Compact Kings,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/5b/DatsunSunnyCoupe.jpg/revision/latest
212/250,Hyper Rocker,Hyper Rocker,2026,HW Dirt,Mainline,6/10,JJK45,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9b/HyperRocker.jpg/revision/latest
213/250,'21 Ford Bronco,'21 Ford Bronco,2026,HW Dirt,Mainline,7/10,JJK46,,,,Ford,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/96/2021FordBroncoBigBend.jpg/revision/latest
214/250,'68 Corvette - Gas Monkey Garage,'68 Corvette - Gas Monkey Garage,2026,Screen Time,Mainline,6/10,JJK47,,,,Chevrolet,Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/53/GMGCorvetteC3.jpg/revision/latest
215/250,Lil' Mad,Lil' Mad,2026,Wagons,Mainline,9/10,JJH65,,,,Hot Wheels,Wagons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/7c/Lil%27Mad.jpg/revision/latest
216/250,HW Test Ride,HW Test Ride,2026,Trophy Case,Mainline,2/5,JJH68,,,,Hot Wheels,Trophy Case,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e0/HWTestRide.jpg/revision/latest
217/250,Mad Manga,Mad Manga,2026,Hot Wheels Let's Race,Mainline,4/5,JJM10,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/1d/MadManganese.jpg/revision/latest
218/250,Alfa Romeo Giulia TI Super,Alfa Romeo Giulia TI Super,2026,Cool Classics,Mainline,4/10,JJK48,,,,Alfa Romeo,Cool Classics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/2b/1963AlfaGiulia.jpg/revision/latest
219/250,Project Twin Mill,Project Twin Mill,2026,Cool Classics,Mainline,5/10,JJH67,,,,Hot Wheels,Cool Classics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/cf/ProjectTwinMill.jpg/revision/latest
220/250,Custom '62 Chevy Pickup,Custom '62 Chevy Pickup,2026,Rod Squad,Mainline,8/10,JJK49,,,,Chevrolet,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/df/FiTechPickup.jpg/revision/latest
221/250,'96 Dodge Viper GTS,'96 Dodge Viper GTS,2026,HW Torque,Mainline,5/10,JJK50,,,,Dodge,HW Torque,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a5/MuscleViper.jpg/revision/latest
222/250,'94 Toyota Supra,'94 Toyota Supra,2026,Tooned,Mainline,5/5,JJK51,,,,Toyota,Tooned,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/13/%27Tooned1994Supra.jpg/revision/latest
