collector_number,casting_name,name,release_year,series,series_type,series_number,toy_number,barcode,primary_color,secondary_color,manufacturer,category,scale,packaging_type,country_of_manufacture,description,image_url
001/250,Mazda MX-5 Miata,Mazda MX-5 Miata,2025,HW Dream Garage,Mainline,2/5,HYW18,,,,Mazda,HW Dream Garage,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b9/MazdaChimera.jpg/revision/latest
002/250,Batman and Robin Batmobile,Batman and Robin Batmobile,2025,Batman,Mainline,1/5,HYW60,,,,DC Comics,Batman,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/4f/20241205_175912.jpg/revision/latest
003/250,Monster High Ghoul Mobile,Monster High Ghoul Mobile,2025,HW Screen Time,Mainline,1/10,HYW61,,,,Hot Wheels,HW Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b4/2025_Monster_High_Ghoul_Mobile.jpg/revision/latest
004/250,Nissan Skyline GT-R (BNR32),Nissan Skyline GT-R (BNR32),2025,HW Screen Time,Mainline,2/10,HYY72,,,,Nissan,HW Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e3/%2789NissanR32.jpg/revision/latest
005/250,Purple Passion,Purple Passion,2025,HW Designed By,Mainline,1/5,HYW63,,,,Hot Wheels,HW Designed By,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9f/LWPassion.jpg/revision/latest
006/250,Kowloon'd Hypervan,Kowloon'd Hypervan,2025,HW Metro,Mainline,1/5,HYW64,,,,Hot Wheels,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/4e/2025_Kowloon%27d_Hypervan.jpg/revision/latest
007/250,Small Bloc,Small Bloc,2025,HW Metro,Mainline,2/5,HYW65,,,,Hot Wheels,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/37/1st_2025_Small_Bloc.jpg/revision/latest
008/250,Mazda Autozam,Mazda Autozam,2025,HW Dream Garage,Mainline,1/5,HYW66,,,,Mazda,HW Dream Garage,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/5b/2025_Mazda_Autozam_Red.jpg/revision/latest
009/250,Tesla Model S Plaid,Tesla Model S Plaid,2025,HW EV,Mainline,1/10,HYW86,,,,Tesla,HW EV,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a3/HWPlaid.jpg/revision/latest
010/250,Deora III,Deora III,2025,HW EV,Mainline,2/10,HYW67,,,,Hot Wheels,HW EV,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a8/25DeoraIII.jpeg/revision/latest
011/250,Kei Swap,Kei Swap,2025,HW Art Cars,Mainline,1/10,HYW14,,,,Hot Wheels,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f7/KeiSwap.jpg/revision/latest
012/250,Custom '53 Chevy,Custom '53 Chevy,2025,HW Art Cars,Mainline,2/10,HYW68,,,,Chevrolet,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/6d/C53C_HWTIKITIME_2025_cropped.jpg/revision/latest
013/250,Nerve Hammer,Nerve Hammer,2025,X-Raycers,Mainline,1/10,HYW69,,,,Hot Wheels,X-Raycers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/08/1st_2025_Nerve_Hammer.jpg/revision/latest
014/250,Draftnator,Draftnator,2025,X-Raycers,Mainline,2/10,HYW70,,,,Hot Wheels,X-Raycers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/68/1st_2025_Draftnator.jpg/revision/latest
015/250,Morgan Super 3,Morgan Super 3,2025,Factory Fresh,Mainline,1/5,HYW13,,,,Hot Wheels,Factory Fresh,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/69/MorganSuper3.jpg/revision/latest
016/250,'87 Audi quattro,'87 Audi quattro,2025,Factory Fresh,Mainline,2/5,HYW72,,,,Audi,Factory Fresh,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/fd/87_Audi_quattro_Teal.jpg/revision/latest
017/250,Ford Performance SuperVan 4,Ford Performance SuperVan 4,2025,HW First Response,Mainline,1/5,JBC20,,,,Ford,HW First Response,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/83/FirstResponseSupervan.jpg/revision/latest
018/250,Alpha Pursuit,Alpha Pursuit,2025,HW First Response,Mainline,2/5,HYW71,,,,Hot Wheels,HW First Response,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/18/2025_Alpha_Pursuit.jpg/revision/latest
019/250,Super Twin Mill,Super Twin Mill,2025,Hot Wheels Let's Race,Mainline,1/5,HYW12,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/95/SuperTwinMill.jpg/revision/latest
020/250,'21 Ford Bronco,'21 Ford Bronco,2025,HW Hot Trucks,Mainline,1/10,HYW73,,,,Ford,HW Hot Trucks,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/56/1_st_2025_%2721_Ford_Bronco_%28Loose%29.jpg/revision/latest
021/250,'67 Chevy C10,'67 Chevy C10,2025,HW Hot Trucks,Mainline,2/10,HYW74,,,,Chevrolet,HW Hot Trucks,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/85/1967ChevyPickup.jpg/revision/latest
022/250,Bogzilla,Bogzilla,2025,HW Ride-Ons,Mainline,1/5,HYW75,,,,Hot Wheels,HW Ride-Ons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/ec/1st_2025_Bogzilla.jpg/revision/latest
023/250,Kick Kart,Kick Kart,2025,HW Ride-Ons,Mainline,2/5,HYW76,,,,Hot Wheels,HW Ride-Ons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/00/20241128_133007.jpg/revision/latest
024/250,Custom Cadillac Fleetwood,Custom Cadillac Fleetwood,2025,Rod Squad,Mainline,1/10,HYW77,,,,Cadillac,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d3/1st_2025_Custom_Cadillac_Fleetwood.jpg/revision/latest
025/250,Max Steel,Max Steel,2025,Rod Squad,Mainline,2/10,HYW78,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/89/MaxSteelBlue2025.jpg/revision/latest
026/250,Nissan Skyline 2000GT-R LBWK,Nissan Skyline 2000GT-R LBWK,2025,HW J-Imports,Mainline,1/5,HYW79,,,,Nissan,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/76/%27ToonedKatoSkyline.jpg/revision/latest
027/250,Twin Mill Gen-E,Twin Mill Gen-E,2025,HW Celebration Racers Chinese New Year,Mainline,1/10,HYW80,,,,Hot Wheels,HW Celebration Racers Chinese New Year,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/0a/GenE2025.jpeg/revision/latest
028/250,'90 Honda Civic EF,'90 Honda Civic EF,2025,HW: '70s vs. '90s,Mainline,1/10,HYW81,,,,Honda,HW: '70s vs. '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/db/1990HondaEF.jpg/revision/latest
029/250,'94 Audi Avant RS2,'94 Audi Avant RS2,2025,HW: '70s vs. '90s,Mainline,2/10,HYW82,,,,Audi,HW: '70s vs. '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a5/2025_94_Audi_Avant_RS2.jpg/revision/latest
030/250,Standard Kart,Standard Kart,2025,HW Screen Time,Mainline,3/10,HYW83,,,,Hot Wheels,HW Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d4/StandardKart2022.jpg/revision/latest
031/250,X-34 Landspeeder,X-34 Landspeeder,2025,HW Screen Time,Mainline,4/10,HYW84,,,,Hot Wheels,HW Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/fa/Landspeeder.jpg/revision/latest
032/250,Fish'd &amp; Chip'd,Fish'd &amp; Chip'd,2025,HW Designed By,Mainline,2/5,JBC21,,,,Hot Wheels,HW Designed By,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/98/Fish%27dandChip%27d.jpg/revision/latest
033/250,Fiat 500e,Fiat 500e,2025,HW EV,Mainline,3/10,HYW85,,,,Fiat,HW EV,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d6/2019Fiat500e.jpg/revision/latest
034/250,Ford Mustang GTD,Ford Mustang GTD,2025,Mustang 60th,Mainline,1/5,HYW19,,,,Ford,Mustang 60th,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/14/FordMustangGTD.jpg/revision/latest
035/250,The Vanster,The Vanster,2025,HW Art Cars,Mainline,3/10,HYY87,,,,Hot Wheels,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/66/1st_2025_The_Vanster.jpg/revision/latest
036/250,DMC DeLorean,DMC DeLorean,2025,HW Art Cars,Mainline,5/10,HYW88,,,,Hot Wheels,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/bf/%2780sDeLorean.jpg/revision/latest
037/250,Crescendo,Crescendo,2025,X-Raycers,Mainline,3/10,HYW89,,,,Hot Wheels,X-Raycers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/3a/1st_2025_Crescendo.jpg/revision/latest
038/250,Proton Saga,Proton Saga,2025,Factory Fresh,Mainline,3/5,HYW90,,,,Hot Wheels,Factory Fresh,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a3/%2785ProtonSaga.jpg/revision/latest
039/250,2020 Ram 1500 Rebel,2020 Ram 1500 Rebel,2025,HW First Response,Mainline,3/5,HYW91,,,,Dodge,HW First Response,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/88/HYW91.jpg/revision/latest
040/250,Donut Drifter,Donut Drifter,2025,Hot Wheels Let's Race,Mainline,2/5,HYW92,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/4c/2025_Donut_Drifter.jpg/revision/latest
041/250,Lamborghini Huracán Sterrato,Lamborghini Huracán Sterrato,2025,Safari Mode,Mainline,1/5,HYW93,,,,Lamborghini,Safari Mode,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d8/SafariSterrato.jpg/revision/latest
042/250,Haulerback,Haulerback,2025,HW Hot Trucks,Mainline,3/10,HYW17,,,,Hot Wheels,HW Hot Trucks,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/0a/Haulerback.jpg/revision/latest
043/250,'80 El Camino,'80 El Camino,2025,HW Hot Trucks,Mainline,4/10,HYW94,,,,Chevrolet,HW Hot Trucks,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a9/1st_2025_%2780_El_Camino.jpg/revision/latest
044/250,1988 Jeep Wagoneer,1988 Jeep Wagoneer,2025,HW Hot Trucks,Mainline,5/10,HYW95,,,,Jeep,HW Hot Trucks,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/8d/1988Wagoneer.jpg/revision/latest
045/250,'55 Chevy,'55 Chevy,2025,Rod Squad,Mainline,3/10,HYW96,,,,Chevrolet,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/bb/HYW96.jpg/revision/latest
046/250,Hirohata Merc,Hirohata Merc,2025,Rod Squad,Mainline,4/10,HYW97,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/be/1951Hirohata.jpg/revision/latest
047/250,Mazda REPU,Mazda REPU,2025,HW J-Imports,Mainline,2/5,HYW98,,,,Mazda,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/ce/REPUnami.jpg/revision/latest
048/250,Subaru BRZ,Subaru BRZ,2025,HW J-Imports New in Mainline,Mainline,3/5,HYW99,,,,Subaru,HW J-Imports New in Mainline,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/6a/SubaruBRZDrift.jpg/revision/latest
049/250,'22 Ford Maverick Custom,'22 Ford Maverick Custom,2025,HW Modified,Mainline,1/5,HYX00,,,,Ford,HW Modified,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/52/FordMaverickCustom.jpg/revision/latest
050/250,'66 Buick Riviera,'66 Buick Riviera,2025,HW Modified,Mainline,2/5,HYW16,,,,Hot Wheels,HW Modified,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/ea/%2766BuickRiviera.jpg/revision/latest
051/250,'69 Corvette Racer,'69 Corvette Racer,2025,HW Celebration Racers Valentine's Day,Mainline,2/10,HYX01,,,,Chevrolet,HW Celebration Racers Valentine's Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/97/2025_%2769_Corvette_Racer.jpg/revision/latest
052/250,Mercedes-Benz 500 E,Mercedes-Benz 500 E,2025,HW: '70s vs. '90s,Mainline,3/10,HYX02,,,,Mercedes-Benz,HW: '70s vs. '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/4d/Merc500EGreen2025.jpg/revision/latest
053/250,'70 Chevy Camaro RS,'70 Chevy Camaro RS,2025,HW: '70s vs. '90s,Mainline,4/10,HYX03,,,,Chevrolet,HW: '70s vs. '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/01/1st_%2770_Camaro_RS.jpg/revision/latest
054/250,Batman: Arkham Asylum Batmobile,Batman: Arkham Asylum Batmobile,2025,Batman,Mainline,2/5,HYX04,,,,DC Comics,Batman,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f8/2025_Arkham_Asylum_Batmobile.jpg/revision/latest
055/250,Humvee,Humvee,2025,HW Dirt,Mainline,1/10,HYX05,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/8d/1st_2025_Humvee.jpg/revision/latest
056/250,'70 Dodge Power Wagon,'70 Dodge Power Wagon,2025,HW Dirt,Mainline,2/10,HYX26,,,,Dodge,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/46/1st_2025_%2770_Dodge_Power_Wagon.jpg/revision/latest
057/250,Mailed It!,Mailed It!,2025,HW Metro,Mainline,3/5,JBC22,,,,Hot Wheels,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/8f/LubetskyMailedIt.jpg/revision/latest
058/250,Maserati Shamal,Maserati Shamal,2025,HW Metro,Mainline,4/5,HYW21,,,,Maserati,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/5d/MaseratiShamal.jpg/revision/latest
059/250,Oracle Red Bull Racing,Oracle Red Bull Racing,2025,Track Aces,Mainline,1/5,HYW10,,,,Hot Wheels,Track Aces,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b2/RedBullRacingRB20.jpg/revision/latest
060/250,Supercharged,Supercharged,2025,HW EV,Mainline,5/10,HYX06,,,,Hot Wheels,HW EV,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/25/HWRTSupercharged.jpg/revision/latest
061/250,Hi-Roller II,Hi-Roller II,2025,HW Art Cars,Mainline,6/10,HYX07,,,,Hot Wheels,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c0/HYX07.jpg/revision/latest
062/250,Datsun 240Z,Datsun 240Z,2025,HW Art Cars,Mainline,4/10,JJB80,,,,Nissan,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/89/SakuraDatsun.jpg/revision/latest
063/250,Monteracer,Monteracer,2025,X-Raycers,Mainline,4/10,HYX09,,,,Hot Wheels,X-Raycers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/0c/1st_2025_Monteracer.jpg/revision/latest
064/250,Arrow Dynamic,Arrow Dynamic,2025,X-Raycers,Mainline,5/10,HYX10,,,,Hot Wheels,X-Raycers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b7/1st_2025_Arrow_Dynamic.jpg/revision/latest
065/250,El Viento,El Viento,2025,X-Raycers,Mainline,6/10,HYX11,,,,Hot Wheels,X-Raycers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9d/ElViento2025.jpeg/revision/latest
066/250,Street Shrieker,Street Shrieker,2025,Hot Wheels Let's Race,Mainline,3/5,HYW20,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/2f/StreetShrieker.jpg/revision/latest
067/250,Rodger Dodger,Rodger Dodger,2025,Hot Wheels Let's Race,Mainline,4/5,HYX12,,,,Dodge,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/27/2025_Rodger_Dodger.jpg/revision/latest
068/250,Draggin' Wagon,Draggin' Wagon,2025,HW Ride-Ons,Mainline,3/5,JHV10,,,,Hot Wheels,HW Ride-Ons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/4a/PurpleWagon.jpg/revision/latest
069/250,Hi-Roller,Hi-Roller,2025,Rod Squad,Mainline,5/10,HYX14,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/0b/1st_2025_Hi-Roller.jpg/revision/latest
070/250,HW50 Concept,HW50 Concept,2025,Rod Squad,Mainline,6/10,HYX15,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/3b/1st_2025_HW50_Concept.jpg/revision/latest
071/250,Punk Rod,Punk Rod,2025,HW Modified,Mainline,3/5,HYX16,,,,Hot Wheels,HW Modified,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/16/Punk_Rod_%28HW_Modified%29.png/revision/latest
072/250,Cupra e-Racer,Cupra e-Racer,2025,HW EV,Mainline,4/10,HYW15,,,,Hot Wheels,HW EV,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/2d/Cuprae-Racer.jpg/revision/latest
073/250,2020 Ford Mustang Shelby GT500,2020 Ford Mustang Shelby GT500,2025,Mustang 60th,Mainline,2/5,JBB16,,,,Ford,Mustang 60th,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d8/1st_2025_2020_Ford_Mustang_Shelby_GT500.jpg/revision/latest
074/250,Porsche 911 GT3,Porsche 911 GT3,2025,HW Race Day,Mainline,1/10,HYX17,,,,Porsche,HW Race Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/ff/IsaiasPorsche.jpg/revision/latest
075/250,Jaguar Mk1,Jaguar Mk1,2025,HW Race Day,Mainline,2/10,HYX19,,,,Jaguar,HW Race Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/64/RacingJaguar.jpg/revision/latest
076/250,'74 Brazilian Dodge Charger,'74 Brazilian Dodge Charger,2025,HW Celebration Racers International Women's Day,Mainline,3/10,HYX20,,,,Dodge,HW Celebration Racers International Women's Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9d/IWDCharger.jpg/revision/latest
077/250,BMW 2002,BMW 2002,2025,HW: '70s vs. '90s,Mainline,5/10,HYX21,,,,BMW,HW: '70s vs. '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/3f/1969BMW2002.jpg/revision/latest
078/250,'71 Lamborghini Miura SV,'71 Lamborghini Miura SV,2025,HW: '70s vs. '90s,Mainline,6/10,HYX22,,,,Lamborghini,HW: '70s vs. '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/54/1971Miura.jpg/revision/latest
079/250,Toyota GR86 Cup,Toyota GR86 Cup,2025,Compact Kings,Mainline,1/10,HYX23,,,,Toyota,Compact Kings,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9f/2023ToyotaGR86Cup.jpg/revision/latest
080/250,'15 Mazda MX-5 Miata,'15 Mazda MX-5 Miata,2025,Compact Kings,Mainline,2/10,JBB18,,,,Mazda,Compact Kings,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/58/MazdaMX-5Custom.jpg/revision/latest
081/250,Chevy Blazer 4×4,Chevy Blazer 4×4,2025,HW Dirt,Mainline,3/10,HYX25,,,,Chevrolet,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/40/ChevyBlazer.jpg/revision/latest
082/250,Tesla Cyberquad,Tesla Cyberquad,2025,HW Dirt,Mainline,4/10,HYW31,,,,Tesla,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/68/TeslaCyberquad.jpg/revision/latest
083/250,K.I.T.T.,K.I.T.T.,2025,HW Screen Time,Mainline,5/10,HYX27,,,,Hot Wheels,HW Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/1e/CustomKITT.jpg/revision/latest
084/250,Gotta Go,Gotta Go,2025,HW Designed By,Mainline,3/5,HYY73,,,,Hot Wheels,HW Designed By,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/2f/1st_2025_Gotta_Go.jpg/revision/latest
085/250,Street Wiener,Street Wiener,2025,Fast Foodie,Mainline,1/5,HYX29,,,,Hot Wheels,Fast Foodie,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/6b/1st_2025_Street_Wiener_%28HWLR%29.jpg/revision/latest
086/250,Silverado EV RST,Silverado EV RST,2025,HW EV,Mainline,6/10,HYX30,,,,Chevrolet,HW EV,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c3/ChevySilveradoEVRST.jpg/revision/latest
087/250,'70 Plymouth Superbird,'70 Plymouth Superbird,2025,HW Art Cars,Mainline,7/10,HYX31,,,,Plymouth,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/80/ArtSuperbird.jpg/revision/latest
088/250,Ain't Fare,Ain't Fare,2025,HW Art Cars,Mainline,8/10,HYX32,,,,Hot Wheels,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a9/GrafittiFare.jpg/revision/latest
089/250,Stockar,Stockar,2025,X-Raycers,Mainline,7/10,HYX33,,,,Hot Wheels,X-Raycers,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9c/RacingStockar.jpg/revision/latest
